hotel_name,food_type,location,rating,delivery_time,percentage_off,amount_off
chopsticks pure veg,"chinese, continental, indian",borivali west,4.1,35,0.0,0.0
mitron kandivali,"italian-american, fast food, salads",malad kan east,0.0,0,0.0,0.0
uk14 icecream,"bakery, ice cream, beverages",malad kan east,0.0,19,0.0,0.0
sage,"pastas, european, continental, italian, cafe",kandivali east,4.5,26,20.0,50.0
bombay chinese co.,"thai, chinese, indian",malad east,3.6,41,40.0,200.0
bombay healthy juices,juices,borivali,4.3,42,0.0,0.0
pooja chinese corner,chinese,kandivali - west,4.1,45,20.0,700.0
poush - essence of kashmir,"indian, bengali, mughlai",malad west,4.3,52,20.0,700.0
taste of italy,"continental, italian, fast food",malad kan west,4.5,67,0.0,0.0
manaqish - lebanese gourmet,"lebanese, salads, snacks",borivali,0.0,49,0.0,50.0
tawa twist ( pure veg ),"north indian, chinese, south indian",goregaon,4.2,53,0.0,0.0
vaishalis krustty kremme,"bakery, cakes and pastries, desserts",borivali,0.0,41,20.0,125.0
saute,"thai, chinese, indian, tandoor",malad west,4.2,53,0.0,0.0
pizzaah! district,pizzas,kandivali west,0.0,0,0.0,0.0
satnam golden fast food centre,"fast food, italian, mexican, snacks",kandivali west,4.6,42,0.0,0.0
the kulfi & falooda project,"ice cream, beverages, juices, desserts",malad west,3.9,52,0.0,75.0
coffee craft,"beverages, fast food, desserts",borivali west,4.4,43,0.0,0.0
k's charcoal,"italian, mexican",borivali west,4.3,43,0.0,0.0
7 islands,"indian, oriental, snacks, north indian, chinese, pastas",malad kan west,4.4,53,20.0,100.0
namaskar - the maharaja,"north indian, seafood, biryani, tandoor, kebabs",dahisar,3.9,44,0.0,0.0
cheezza point,"pizzas, burgers, snacks, beverages",malad west,3.8,53,0.0,0.0
hen hao chi,chinese,borivali west,3.8,44,15.0,700.0
mantra,north indian,borivali west,4.5,46,0.0,0.0
sam chinese corner,chinese,malad east,4.4,58,0.0,0.0
albela chinese home,chinese,borivali west,4.3,43,0.0,0.0
mother's touch gujrati,indian,malad west,0.0,0,0.0,250.0
nityanand (kandivali),"indian, chinese",dhanukarwadi,4.3,42,0.0,0.0
dream wok,"north indian, chinese",dahisar west,4.3,57,0.0,200.0
the chinese village,"chinese, beverages, desserts",gorai,0.0,0,0.0,0.0
royal chinese cafe,chinese,malad kan west,0.0,51,0.0,0.0
snackiezz,"continental, beverages, snacks, italian-american",dahisar,4.5,51,25.0,125.0
bipin sandwich & pizza plaza,pizzas,borivali west,4.5,44,10.0,700.0
ps pav bhaji,"indian, fast food",malad kan east,0.0,0,30.0,150.0
bipin big sandwich,"snacks, fast food",borivali,4.1,50,0.0,0.0
ambika chinese restaurant (since 2005),"indian, chinese",kandivali west,3.7,50,0.0,150.0
dum de biryani,"snacks, biryani, tandoor, indian",borivali,0.0,47,25.0,125.0
gup shup snacks junction,snacks,malad kan west,0.0,59,0.0,0.0
swaad e rasoi,"chinese, asian, thai",goregaon,4.3,52,10.0,600.0
chocoholix,bakery,malad kan west,4.6,43,0.0,0.0
unique cake shop,"bakery, desserts, snacks",malad kan west,4.6,43,0.0,0.0
dandelions kitchen & bar,"indian, kebabs, continental, thai, burmese, salads, seafood",borivali,4.5,47,0.0,0.0
hassan kabab spot,"snacks, north indian, indian",jog gor east,4.3,43,0.0,0.0
nagori tea point,beverages,malad kan west,4.2,41,0.0,0.0
eat hygiene,"pizzas, pastas, desserts, beverages",jog gor east,4.5,59,0.0,0.0
raju's chinese corner,chinese,borivali,0.0,52,0.0,175.0
food lovers,chinese,malad kan west,0.0,0,0.0,0.0
enchante by chai point,"bakery, beverages, maharashtrian, snacks, street food, south indian, punjabi, chaat, indian, american, north indian, fast food, desserts, cafe, healthy food, home food",malad west,2.4,46,40.0,80.0
hot lee chinese,"chinese, asian, desserts, beverages",borivali,4.4,46,0.0,175.0
food planet,"snacks, pizzas, burgers, fast food",borivali,4.3,39,0.0,0.0
waffle world,"waffle, desserts",borivali,4.8,35,0.0,0.0
snack eat,"indian, snacks",rawal pada,0.0,41,0.0,0.0
the sandwich story,"indian, snacks, juices, desserts",malad west,3.5,69,0.0,75.0
little loco pops,"ice cream, desserts",malad west,4.4,46,0.0,175.0
moody foody,"indian, maharashtrian, street food, chinese, pizzas, fast food, burgers, cafe, beverages",kandivali east,4.1,47,0.0,0.0
bff- bombay french fries,"continental, desserts, beverages",borivali,2.9,36,0.0,175.0
the waffle room,"waffle, cafe",kandivali,2.8,37,0.0,250.0
quick meal,"indian, chinese",borivali east,4.2,36,0.0,0.0
eagle boys pizza and cafe,"italian, pizzas, burgers, pastas, beverages",borivali west,2.5,39,20.0,100.0
chyna,chinese,malad kan east,4.2,35,0.0,0.0
jk sweets,"sweets, desserts",malad west mumbai,4.4,32,0.0,0.0
foods planet,biryani,borivali,0.0,32,0.0,0.0
gangaur thali,"indian, thalis",borivali,4.4,31,0.0,0.0
the sandwich zone,"fast food, italian, snacks",borivali,4.3,33,0.0,0.0
power smoothies,"healthy food, beverages",borivali,4.6,33,30.0,700.0
triveni pan bhandar,"paan, desserts",borivali,3.3,39,0.0,0.0
vividham sweets,"sweets, snacks",borivali,4.3,27,0.0,0.0
food shood,"indian, north indian, snacks, mughlai, tandoor, kebabs, punjabi, biryani, chinese, street food",borivali,4.7,30,0.0,0.0
gigil brasserie,"italian, pizzas, beverages",borivali west,4.2,43,25.0,1000.0
nirala gourmet kitchen,"pizzas, pastas, burgers, snacks",borivali,4.1,50,60.0,120.0
hotel sai prasad family restaurant,"north indian, chinese, tandoor, beverages",borivali,0.0,0,0.0,0.0
sarova bar & restaurant,"thalis, chinese, north indian",kandivali east,4.8,42,0.0,0.0
pizza in town,indian,dahisar,4.1,50,0.0,0.0
jay bhavani fast food center,"fast food, north indian, chinese, biryani",borivali,0.0,54,0.0,40.0
raja chinese corner,chinese,borivali,3.6,42,10.0,1300.0
agga bai,desserts,borivali,4.6,52,10.0,40.0
golden delicacy multicuisine restaurant,"indian, south indian, chinese, tandoor, biryani, snacks, italian-american, ice cream, beverages",borivali,4.3,41,0.0,0.0
bombay boba,beverages,kandivali west,3.2,42,0.0,0.0
om r k fast food,south indian,borivali,4.4,42,0.0,0.0
platess multicuisine restaurant,"chinese, indian",borivali,0.0,0,0.0,0.0
namak mirchi,"north indian, biryani, chinese, mughlai, punjabi, kebabs",kandivali east,4.3,30,50.0,100.0
mozo pizzaria,"pizzas, burgers, chinese, desserts, italian",behind annexe mall,3.6,28,50.0,100.0
the khichdi house,"indian, north indian, thalis, desserts",malad kan east,3.3,25,50.0,100.0
tandav tea company,"snacks, beverages",malad kan east,3.8,29,10.0,40.0
oven stories pizza,"pizzas, burgers, desserts, chinese, pastas, italian",kandivali east,3.5,33,50.0,100.0
creamillaa,"desserts, ice cream",malad kan east,4.8,19,0.0,0.0
thakkar lunch home,"indian, snacks",kandivali east,0.0,0,20.0,50.0
mama's by banjara dhaba veg,"north indian, chinese, fast food, snacks, biryani",malad kan east,4.1,25,60.0,120.0
combos & more - the steal deal food factory,"chinese, pan-asian, thai, beverages",kandivali east,4.1,29,0.0,0.0
hotel matsyagandha,"north indian, malwani, chinese, seafood, mangalorean, tandoor",kandivali east,4.3,34,0.0,0.0
love 99,"desserts, waffle, beverages, bakery",mahavir nagar,3.9,35,15.0,600.0
house of combos,"combo, continental, asian",borivali,0.0,34,0.0,0.0
ice cap the cake shop,bakery,malad kan east,0.0,32,0.0,0.0
biryani lovers,"biryani, arabian, tandoor",malad kan east,3.4,44,0.0,0.0
glaciers cakes and more,bakery,malad kan east,0.0,28,25.0,159.0
happy moments the cake shop,bakery,malad kan east,0.0,32,0.0,0.0
the dutch waffles,"bakery, desserts",malad kan east,0.0,28,0.0,0.0
chile ma,"bakery, waffle",malad kan east,0.0,24,0.0,0.0
uncle's kitchenette,"waffle, bakery",malad kan east,0.0,28,0.0,0.0
de firrrangi cafe,"juices, beverages",malad kan east,0.0,31,0.0,0.0
dk's kitchen,"chinese, tandoor",borivali east,4.4,33,0.0,0.0
bbcc - borivali barbeque chinese co.,italian,malad kan east,0.0,32,0.0,0.0
choco pack,desserts,malad kan east,0.0,33,0.0,0.0
sandwich co.,fast food,malad kan east,0.0,33,0.0,0.0
vivgato the live cake shop,"bakery, desserts",malad kan east,2.7,37,0.0,0.0
m m dum biriyani centre,"indian, biryani, beverages",borivali,4.1,34,0.0,0.0
hari om snack bar,"fast food, snacks, indian",kandivali,3.8,37,0.0,0.0
jaggu anna,"fast food, kebabs, snacks",borivali,1.5,39,0.0,0.0
signature premium cafe & resto,"pizzas, fast food, south indian, juices, snacks",borivali west,3.7,39,0.0,0.0
mangalam,"indian, chinese",borivali west,4.1,37,0.0,0.0
chaat samrat,"chaat, pizzas, pastas, fast food, snacks, burgers",dahisar,3.8,38,0.0,0.0
cafe town,burgers,borivali,0.0,36,0.0,0.0
hotel aqua stone resto bar,"chinese, snacks, beverages, north indian, kebabs",dahisar,0.0,0,0.0,0.0
srijana momo house,chinese,malad kan east,0.0,0,0.0,0.0
cafe to gather,fast food,malad kan east,0.0,34,0.0,200.0
meal in minutes,"north indian, pizzas, fast food, snacks, beverages",malad kan east,0.0,34,50.0,100.0
wanton point tadka,"indian, chinese",kandivali east,4.3,34,0.0,0.0
agri malhari katta.(tandoori house),"biryani, chinese, tandoor, kebabs, north indian, sweets",borivali,4.3,50,10.0,600.0
daily 52,indian,borivali,0.0,0,0.0,0.0
culture kitchen,"chinese, snacks",jog gor east,0.0,52,0.0,0.0
golden plate,"chinese, north indian, biryani, beverages",dahisar,3.8,55,0.0,0.0
casa curry,burgers,borivali,0.0,43,0.0,0.0
the cookie dough,"snacks, bakery, fast food, beverages",malad west,3.7,58,0.0,0.0
what the wok,chinese,borivali west,4.3,43,0.0,100.0
burgerbook,"american, fast food",malad kan west,4.5,52,0.0,0.0
kamath dakshinswaad,south indian,malad kan east,4.2,47,0.0,0.0
shweta's taatbhar potbhar,"indian, biryani",borivali,4.1,45,0.0,100.0
momento pizza,"pizzas, italian, fast food",borivali west,4.3,45,0.0,0.0
brownie point malad,bakery,malad kan west,0.0,41,0.0,0.0
cafe a1,"north indian, tandoor, mughlai, chinese, fast food, desserts, beverages",malad kan west,4.1,52,0.0,0.0
desi dawat,indian,charkop,0.0,44,0.0,0.0
slide a roll,snacks,malad west,4.1,50,0.0,0.0
mr singhs tandoori hut by rpd,"north indian, tandoor, biryani",malad west,4.2,64,0.0,0.0
shree siddhivinayak juice and snacks centre,fast food,dahisar east,4.8,44,0.0,0.0
kalubai juice center,"beverages, juices",borivali,4.4,46,50.0,250.0
dragon flame chinese,chinese,kandivali west,3.5,50,25.0,125.0
ashish chinese corner,chinese,kandivalli charkop,3.6,40,0.0,0.0
the tasty love,"chinese, arabian, biryani, south indian",jog gor east,0.0,0,0.0,200.0
noon roti - story of bihar,"indian, north indian",kandivali west,3.2,49,0.0,100.0
preeti sandwich and juice center,"snacks, italian, pizzas, pastas, beverages",mahavir nagar,4.2,40,10.0,900.0
al-falah irani chai momos and more,biryani,borivali west,0.0,0,0.0,0.0
baan khun yay,"chinese, thai, desserts",borivali,4.1,53,0.0,100.0
film city fast food,"indian, chinese",malad kan east,3.4,58,0.0,0.0
the bombay stories,"street food, beverages, fast food, pizzas, pastas",malad west,4.3,57,10.0,100.0
boneto fine dine,indian,malad kan east,4.5,59,0.0,0.0
chhedas,"snacks, sweets",jog gor east,3.7,46,0.0,0.0
amit fast food- chinese corner,chinese,malad west,4.5,53,0.0,0.0
sai sarovar,"north indian, snacks, chinese",malad kan west,4.4,49,0.0,0.0
thew pueblo gourmet - tpg,"snacks, beverages",borivali,4.2,45,0.0,0.0
raza biryani,"biryani, kebabs, tandoor",malad kan east,3.2,60,0.0,0.0
new sam's kitchen,"indian, chinese",goregaon,4.4,58,0.0,0.0
flavour & spice,"fast food, indian, tandoor",borivali,3.7,54,0.0,175.0
fishermans hook,"north indian, chinese, seafood",malad west,4.1,57,0.0,0.0
west coast diner,desserts,dahisar,4.5,50,0.0,0.0
lady the leaf,"continental, salads, grill, juices, beverages",malad west,3.9,51,25.0,125.0
dynamic cake,bakery,jog gor east,0.0,51,0.0,0.0
om sai dosa center,south indian,kandivali east,0.0,40,0.0,0.0
gravy and savy,"north indian, indian",kandivali w,4.2,55,0.0,0.0
mithilanchal - xpress of food abode,"indian, seafood",kandivali west,2.3,51,0.0,100.0
dale's eden - gifting,"desserts, sweets",malad kan west,0.0,47,0.0,175.0
subhanallah chinese,chinese,malad west,4.7,56,0.0,0.0
jalandharwala,"indian, snacks, desserts",borivali,4.6,41,0.0,0.0
rolls & many more,burgers,borivali,3.3,46,0.0,250.0
la pizza house,"fast food, snacks, pizzas, maharashtrian",dahisar west,3.3,43,0.0,0.0
trunks & leaves,"chinese, italian, mexican, indian, kebabs, tandoor, biryani",kandivali west,4.1,46,0.0,100.0
kofu - premium artisanal icecreams,ice cream,jog gor east,3.6,41,0.0,175.0
icecream cake city,"bakery, beverages",malad kan west,4.2,45,0.0,0.0
oye lucky paratha,"indian, punjabi, beverages",malad west,3.8,51,0.0,0.0
adventure momo house,chinese,malad kan west,4.1,51,0.0,0.0
reuben restrobar,"north indian, chinese, italian, snacks, biryani, desserts, continental, pizzas, salads, beverages, mughlai",malad kan west,4.2,59,0.0,0.0
wu momos - malad,"chinese, snacks",malad kan west,3.8,49,0.0,100.0
aradhana hotel,"south indian, indian",malad kan west,4.2,42,0.0,0.0
trends,"indian, chinese",malad west,4.4,56,0.0,0.0
conscious baking project,"bakery, desserts",jog gor east,3.5,42,0.0,0.0
paanjo taste,"pizzas, fast food",borivali west,4.3,43,0.0,0.0
bhor,indian,jog gor west,4.6,61,0.0,0.0
kung fu,"chinese, pan-asian, continental, asian",kandivali west,3.7,42,0.0,125.0
crust & buns,"pizzas, fast food, italian, salads",borivali west,4.1,51,0.0,250.0
kababi nation,"indian, chinese, tandoor, biryani",borivali,4.4,59,0.0,0.0
deepak chinese corner,chinese,malad kan west,0.0,60,20.0,700.0
tight house,"pizzas, chinese, indian, beverages, biryani",borivali west,0.0,0,0.0,0.0
chulha  sardari,"north indian, punjabi, biryani, chinese, indian",borivali west,4.6,45,0.0,0.0
yo social cafe,"indian, north indian, chinese, biryani, pastas, snacks",malad kan west,0.0,61,0.0,0.0
curry n fry,"biryani, chinese, tandoor, north indian",malad east,4.1,52,0.0,175.0
hot grill,"north indian, biryani",dahisar,0.0,43,0.0,0.0
cbc chinese by choice,"chinese, thai, asian, beverages",malad kan east,3.8,50,30.0,150.0
the little cakery,"bakery, desserts",jog gor east,3.3,52,0.0,0.0
shree shankar vilas juice centre,beverages,dahisar,0.0,41,0.0,0.0
salads@169,salads,malad kan west,4.3,52,25.0,125.0
chavdar thamba,"indian, thalis",mira road,0.0,48,0.0,80.0
joker joe s pizza,"italian, beverages",jog gor east,0.0,0,0.0,250.0
sandwich and frankey house,"fast food, snacks, italian-american, beverages",jog gor east,0.0,53,0.0,0.0
marve bakery,"north indian, chaat",malad kan west,0.0,48,0.0,0.0
idaily - idli daily,"south indian, snacks, indian, beverages",malad kan west,0.0,51,0.0,0.0
grow more snacks(maitri amruttulya),beverages,malad kan west,0.0,46,0.0,0.0
mudras,"pizzas, fast food, beverages, indian",borivali,3.8,43,0.0,0.0
sunday the comfort kitchen,"chinese, continental, indian, goan, italian, salads",borivali,0.0,0,0.0,0.0
shivansh kitchen,"south indian, beverages, snacks",kandivali west,4.8,66,0.0,0.0
the live cake shop,desserts,kandivali west,4.2,47,0.0,0.0
rasoi kamaal,"malwani, chinese, north indian",goregaon,4.2,54,20.0,700.0
masterji - surati anda gotala,"indian, gujarati",borivali,4.3,45,0.0,0.0
momos & waffle cafe,"chinese, kebabs",borivali,3.8,51,30.0,150.0
aadi grand restaurant,indian,borivali,0.0,46,0.0,0.0
brahmi-the veg bistro,"biryani, indian, chinese, beverages",malad east,3.5,40,0.0,175.0
namaste borivali,"snacks, beverages",borivali,4.3,41,0.0,250.0
chaska corner,biryani,malad kan west,0.0,47,0.0,250.0
dharma sandwich,fast food,malad kan east,2.6,53,0.0,0.0
manojs ice cream,ice cream,kandivali west,4.7,42,0.0,0.0
food lover point,indian,goregaon,3.5,52,0.0,0.0
shiv shakti,north indian,borivali west,3.6,51,10.0,1000.0
suyog dining bar,"indian, chinese",dahisar,4.6,41,0.0,0.0
81 olives,pizzas,borivali,3.4,45,0.0,0.0
remi's kitchen,"jain, chinese, tibetan",malad kan east,0.0,0,0.0,0.0
aqua dhaba,"indian, chinese, biryani",dahisar,0.0,47,20.0,120.0
healthy shawarma,arabian,borivali,3.6,40,0.0,250.0
oriv resto - cafe - bar,"chinese, pizzas, snacks, pastas",borivali,4.3,56,0.0,100.0
delights,"bakery, desserts",mira road,0.0,47,0.0,0.0
nagori tea and cold drinks shop,"beverages, snacks",malad kan west,4.5,42,0.0,150.0
delhi sweet & bhelpuri house,"snacks, sweets, chaat, street food",malad west,3.7,46,0.0,0.0
shri sainath,"chinese, tandoor",malad west,4.8,46,0.0,0.0
backyard beer garden,chinese,dahisar,0.0,50,0.0,0.0
donna's pizza,pizzas,kandivali west,0.0,0,0.0,0.0
gourmet veg burgers by spukies,"burgers, american, beverages",jog gor east,4.9,55,0.0,0.0
kabali,"indian, tandoor, salads",malad kan west,4.1,67,0.0,250.0
gossip corner,"continental, italian",borivali west,4.4,46,0.0,100.0
rajdhani caterers,indian,dahisar west,2.4,53,0.0,0.0
dave's dal dhokli,"gujarati, rajasthani, maharashtrian",dahisar west,4.7,60,0.0,0.0
plate - it,"biryani, italian",borivali,0.0,0,0.0,125.0
squares pizza and cafe,"italian, pizzas",malad west,4.3,52,0.0,0.0
sriya chinese restaurant,"chinese, north indian, indian, beverages",kandivali west,3.5,46,25.0,600.0
shanghai chinese pure veg,chinese,dahisar east,3.8,51,0.0,250.0
jumboking indain burger,"burgers, snacks, beverages",malad kan west,0.0,0,0.0,175.0
annalaxmi snacks,"chinese, south indian, tandoor, arabian, fast food",jog gor east,3.9,52,20.0,1000.0
m/s. aslam chicken,"north indian, kebabs, desserts",mira road,3.4,47,0.0,0.0
dharmu's snacks corner,"snacks, maharashtrian",borivali,4.2,50,0.0,0.0
aaradhya super restaurant,beverages,malad kan east,0.0,30,0.0,0.0
new cake place,bakery,borivali,0.0,32,0.0,0.0
bounty the cake stop,"bakery, desserts",borivali,4.1,32,0.0,0.0
shrinath sweets and snacks,sweets,borivali,0.0,27,0.0,0.0
bombay blues icecream,"ice cream, desserts, sweets",borivali,0.0,32,0.0,0.0
shree  ganesh sweet shop,"beverages, fast food",borivali,0.0,32,0.0,0.0
shreeji fast food and juice center,"beverages, burgers, south indian, fast food, pizzas, chinese, indian, snacks",borivali,0.0,32,25.0,125.0
munchies's thakur complex,"beverages, italian",malad kan east,3.7,33,30.0,150.0
vrindavan fine foods,"sweets, desserts",malad kan east,0.0,30,0.0,0.0
food of joy,"italian-american, fast food, chinese, beverages",malad kan east,0.0,33,30.0,150.0
bombay tea,"beverages, desserts, bakery",borivali,0.0,32,0.0,0.0
subday thakur complex,"indian, fast food, beverages",malad kan east,3.4,33,30.0,150.0
king of juices thakur complex,juices,malad kan east,3.7,33,30.0,150.0
tittaas,"beverages, ice cream, desserts",borivali,0.0,31,25.0,65.0
i am foodie,"fast food, snacks, indian",borivali,0.0,32,0.0,100.0
shree narayan fine dinning,"south indian, north indian, chinese, malwani, tandoor",borivali,3.4,33,0.0,0.0
delightful meals,"indian, snacks, thalis","kandivali east, thakur village",0.0,27,0.0,0.0
bhukkad thali & combo,"thalis, chinese, north indian",malad kan east,4.4,27,60.0,120.0
bhukkad biryani,biryani,malad kan east,2.4,28,60.0,120.0
annapurna theplahouse & dry snacks,snacks,malad kan east,0.0,27,30.0,75.0
parathe wali gulli,"north indian, beverages",malad kan east,0.0,29,0.0,0.0
eggless cakes,bakery,dahisar,0.0,49,0.0,0.0
cake star,"desserts, bakery",borivali west,4.4,46,0.0,0.0
fast food adda,"snacks, fast food",borivali,4.2,51,0.0,0.0
waffles by di bella,"desserts, waffle, ice cream, bakery, snacks",malad west,4.7,57,10.0,600.0
indie feast by purple foods,"indian, tandoor, kebabs, biryani, beverages, desserts",a k vaidya marg,3.4,46,0.0,100.0
cake story,bakery,borivali,0.0,42,0.0,0.0
swa varhadi misal,"street food, beverages",jog gor west,4.2,48,0.0,0.0
pav bhaji company,"street food, north indian, juices",rawal pada,2.5,41,0.0,0.0
soroush biriyani,"biryani, mughlai",goregaon,2.8,49,25.0,120.0
diamond restaurant,"chinese, indian, snacks",jog gor east,4.2,55,10.0,100.0
bowl up!,"north indian, sweets",dahisar east,2.6,41,0.0,0.0
the hot chinese,"chinese, thai",malad east,3.1,46,40.0,200.0
maratha darbar,"north indian, chinese, biryani, indian, tandoor, mughlai, thai, continental",malad east,4.1,44,40.0,200.0
foodie panda,"chinese, burgers, fast food, snacks, beverages",dahisar,0.0,46,0.0,0.0
hot and spicy,"chinese, indian",dahisar east,4.2,42,0.0,0.0
bistro & brew,"italian-american, fast food, snacks, beverages",kandivali east,0.0,0,30.0,75.0
tude - premium ice creams,"desserts, beverages",kandivali west,0.0,0,0.0,0.0
saarathi restaurant and bar,"tandoor, chinese, north indian, fast food",malad kan east,3.3,36,20.0,100.0
ambika vijay stores,sweets,dahisar,0.0,34,0.0,0.0
evening smackers,"fast food, pizzas, snacks",borivali,0.0,35,0.0,0.0
oh indian,"kebabs, indian",kandivali west,0.0,34,0.0,0.0
avantika chennai cafe,"south indian, beverages",borivali,0.0,35,0.0,0.0
"deepak sweets, farsan & dry fruits","desserts, snacks",borivali,0.0,37,0.0,0.0
chatisfied,"snacks, street food, beverages",borivali,2.3,35,0.0,0.0
bangg on bakes,"bakery, cakes and pastries, desserts",malad kan west,0.0,35,25.0,500.0
khaugalli bahuballi,south indian,malad kan west,0.0,35,0.0,0.0
mumbai chinese point,chinese,kandivali east,3.3,36,20.0,159.0
the royal surprise,bakery,malad kan east,0.0,38,0.0,0.0
asha restaurant  chaitanya restaurant,"indian, tandoor, seafood",borivali,3.7,36,0.0,0.0
lal tadka,"north indian, asian, italian, beverages",mahavir nagar,3.5,36,0.0,0.0
anand dairy farm,"snacks, desserts",borivali,0.0,0,0.0,0.0
thaliwaala,"indian, thalis, snacks",malad kan east,0.0,34,0.0,0.0
geebees appetites,"north indian, chinese, tibetan",kandivali east,0.0,0,0.0,0.0
roti and grill catering,indian,malad kan east,0.0,34,20.0,50.0
aaurum family restaurant and bar,"north indian, tandoor, chinese, snacks",borivali,0.0,0,0.0,0.0
shawarma shark,"chinese, indian, pizzas, burgers",malad kan west,0.0,35,0.0,0.0
half plate chinese,"chinese, street food",borivali,3.8,34,0.0,0.0
bitchy burgers,"american, snacks",kandivali west,0.0,34,0.0,0.0
the heavens cake shop,bakery,malad kan east,4.1,39,0.0,0.0
shital's kitchen,"fast food, thalis",borivali,0.0,34,0.0,0.0
b k c kitchen,"indian, chinese",borivali,3.4,34,0.0,0.0
manoj dosa,south indian,borivali,2.3,36,0.0,0.0
bytes momos,chinese,borivali,0.0,35,0.0,0.0
s.v. kitchen,north indian,malad kan east,0.0,39,0.0,0.0
jayashree misal & snacks (jms),"indian, snacks",kandivali west,0.0,34,0.0,0.0
krem icecreams,ice cream,borivali,0.0,34,0.0,125.0
tummy time,indian,borivali,0.0,35,0.0,0.0
cheese leela,"fast food, burgers, pizzas, snacks, salads",borivali,0.0,36,10.0,350.0
flavour stones,ice cream,borivali west,4.6,31,0.0,0.0
best canteen,indian,borivali,0.0,32,0.0,0.0
chow by mexichino,chinese,borivali,3.8,32,0.0,0.0
fusion ice cream house,"bakery, desserts, ice cream",kandivali west,4.9,29,0.0,100.0
finom cake stop,bakery,borivali,3.4,31,15.0,1000.0
hirral z sweet treats9,"bakery, desserts",borivali,0.0,32,0.0,0.0
high on cafe,"indian, juices, beverages",malad kan east,0.0,41,0.0,0.0
bombay bytes,indian,borivali west,3.9,41,0.0,0.0
brishti chinese and lunch home,indian,kandivali east,3.1,40,0.0,0.0
panchayat - the kulhad cafe,"indian, italian, beverages",borivali west,4.4,40,0.0,0.0
chowrangee cafe,"chinese, bengali, fast food",malad kan east,4.3,41,10.0,40.0
fast food carnival,"pizzas, beverages, burgers, pastas, barbecue",malad kan east,0.0,41,0.0,0.0
ignite pan shop and general store,paan,borivali,4.4,42,20.0,120.0
jai ambe fast food,"fast food, pizzas, waffle, snacks, beverages",borivali,0.0,53,0.0,0.0
mmd cafe village,"beverages, pizzas, fast food, chinese, italian",malad kan east,0.0,26,0.0,0.0
khao piyo junction,"chinese, indian, malwani, biryani",malad kan east,0.0,25,0.0,0.0
flavour fushion,burgers,malad kan east,0.0,27,40.0,159.0
the bun bites,"bakery, desserts",malad kan west,0.0,29,20.0,120.0
mumbai cake company,"bakery, desserts",malad kan east,0.0,23,0.0,100.0
mahakal matka kulfi,beverages,malad kan west,0.0,25,0.0,0.0
thalivery food,"indian, snacks, fast food",malad kan east,0.0,26,0.0,0.0
baithak - taste of kulhad,"beverages, italian-american, fast food, chinese, snacks","thakur village, kandivali (east)",0.0,31,0.0,0.0
biryani daawat,"biryani, beverages, indian",malad kan east,4.1,30,50.0,100.0
rocky rolls cafe,"fast food, snacks",malad kan east,4.2,24,0.0,0.0
starwar pizza,"chinese, italian, burgers, pizzas, desserts, pastas",malad kan east,4.4,26,50.0,100.0
reena's parathas,"indian, italian",malad kan east,0.0,26,30.0,150.0
delicious cake shop,"bakery, desserts",malad kan east,0.0,28,10.0,40.0
madhurika's kitchen,"north indian, south indian, snacks, beverages",malad kan east,3.5,27,0.0,250.0
veg pizza-2x topping,indian,malad kan east,0.0,26,50.0,100.0
tuk tuk,"chinese, fast food",malad kan east,0.0,25,0.0,0.0
foodys guys,"indian, chinese, mughlai, tandoor, arabian, biryani",malad kan east,0.0,26,0.0,0.0
mogo pizza,"pizzas, burgers, chinese, desserts, pastas, italian",kandivali east,4.4,24,50.0,100.0
oven bake pizza,pizzas,malad kan east,0.0,24,50.0,100.0
hotel sheetal picnic,"north indian, thalis, biryani",borivali east,2.8,27,0.0,0.0
baskin robbins food court,ice cream,malad kan east,0.0,25,0.0,0.0
om sai sandwich corner,"fast food, pizzas",malad kan east,4.5,26,0.0,0.0
quenchers by uk,"bakery, desserts, indian",malad kan east,0.0,24,0.0,0.0
maa sita rasoi,indian,malad kan east,0.0,25,0.0,0.0
all seasons kitchen and bar,"north indian, chinese, biryani, tandoor, thai, chaat, indian, desserts",borivali,3.9,30,0.0,0.0
meethi elaichi,"desserts, sweets, beverages",malad kan east,0.0,0,30.0,150.0
nityanand chinese,"indian, chinese",malad kan east,0.0,30,0.0,0.0
green dot momos,"asian, tibetan, desserts, beverages",borivali,0.0,36,0.0,125.0
happy da paratha,indian,rawal pada,2.7,41,0.0,0.0
purple foods,"indian, tandoor, biryani, desserts, beverages",malad east,4.2,49,0.0,100.0
masterchef kitchen,"chinese, asian, thai",malad kan east,3.5,44,30.0,150.0
flavours of biryani,"biryani, tandoor, kebabs",malad kan west,3.4,49,0.0,0.0
egg free cakes,"bakery, desserts",mira road,0.0,49,0.0,0.0
celebration special by cakezone,"bakery, desserts",l t road junction,3.7,41,0.0,175.0
spicy chicken,north indian,malad kan west,0.0,53,0.0,0.0
the j's pizza,"pizzas, pastas",rawal pada,0.0,41,0.0,0.0
fud boy,"biryani, indian, kebabs, beverages",malad kan west,0.0,51,30.0,150.0
momoya,chinese,rawal pada,0.0,41,0.0,0.0
wandercrust,"pizzas, italian",goregaon east,3.9,49,25.0,120.0
swaad snacks and namkeen,indian,borivali,4.4,37,0.0,0.0
lucky chinese center,chinese,dahisar,0.0,39,0.0,0.0
das chilly chinese,chinese,dahisar,0.0,39,0.0,0.0
